student_id,name,branch,current_semester,section,avg_score,attendance_rate,marks_std_dev,total_absences,subject_count,consistency_score,improvement_rate
MECH20230724,Jacob Chokshi,MECH,2,C,87.95,98.78,5.75,1,6,94.25,4.81
CSE20200725,Avi Toor,CSE,8,B,70.29,71.02,7.73,26,6,92.27,-4.1
CSE20210726,Vamakshi Mannan,CSE,5,A,52.85,68.54,12.6,28,6,87.4,0.96
MECH20200727,Ishita Koshy,MECH,7,C,87.91,30.74,21.77,62,5,78.23,2.32
IT20200728,Rayaan Srivastava,IT,8,B,89.5,99.55,6.44,0,6,93.56,-1.2
CSE20200729,Theodore Sathe,CSE,7,A,59.13,73.18,10.97,24,5,89.03,-1.65
CIVIL20210730,Zashil Dhaliwal,CIVIL,6,C,62.09,60.98,9.82,35,5,90.18,-4.11
CSE20210731,Lakshmi Tak,CSE,5,C,89.16,69.85,3.42,27,5,96.58,-1.17
CSE20210732,Girish Bawa,CSE,5,A,80.45,85.25,4.14,13,5,95.86,-0.14
IT20210733,Niharika Purohit,IT,5,C,46.09,51.19,12.2,43,6,87.8,0.64
MECH20230734,Edhitha Vala,MECH,2,B,65.97,80.01,8.04,17,6,91.96,1.03
IT20210735,Krisha Wali,IT,5,A,61.72,66.66,13.65,30,5,86.35,3.24
CIVIL20200736,Dakshesh Seth,CIVIL,8,B,21.33,54.31,14.07,41,6,85.93,-1.64
ECE20230737,Faqid Lal,ECE,1,A,45.82,59.1,9.82,36,5,90.18,-2.23
IT20210738,Brijesh Buch,IT,5,C,65.19,65.41,7.87,31,6,92.13,-2.68
MECH20230739,Rachit Hans,MECH,1,A,28.6,39.17,18.39,54,6,81.61,-1.81
IT20230740,Kala Thakkar,IT,2,B,94.48,92.44,4.88,6,5,95.12,-2.9
IT20200741,Manan Murty,IT,8,B,31.33,62.26,15.35,33,5,84.65,-1.38
MECH20230742,Yutika Lata,MECH,1,A,41.56,58.43,6.88,37,5,93.12,2.59
ECE20210743,Amol Dugar,ECE,5,B,50.92,86.01,7.43,12,6,92.57,0.13
CSE20210744,Xavier Mitra,CSE,6,B,29.82,33.5,12.38,59,6,87.62,1.07
ECE20200745,Jairaj Khatri,ECE,8,C,24.02,42.6,14.17,51,6,85.83,-0.71
IT20210746,Zehaan Sunder,IT,5,C,64.55,62.6,7.28,33,5,92.72,4.1
MECH20210747,Ikshita Mannan,MECH,6,B,63.09,89.9,5.65,9,5,94.35,2.32
MECH20200748,Inaya Sharaf,MECH,7,C,33.3,47.92,9.95,46,5,90.05,0.22
ECE20200749,Bhavya Mangat,ECE,7,A,96.77,93.25,5.39,6,6,94.61,1.07
MECH20230750,Raksha Raghavan,MECH,2,C,42.97,48.26,7.83,46,5,92.17,-2.8
ECE20230751,Mekhala Srinivas,ECE,2,B,75.21,91.7,7.27,7,5,92.73,-3.32
IT20210752,Fariq Bhatt,IT,5,A,54.61,61.98,6.44,34,6,93.56,-0.42
CIVIL20220753,Triveni Karnik,CIVIL,4,C,59.1,79.89,8.5,18,5,91.5,0.53
MECH20230754,Patrick Luthra,MECH,1,A,64.79,69.08,14.91,27,6,85.09,0.88
CSE20210755,Theodore Varghese,CSE,5,B,73.45,88.06,14.3,10,5,85.7,1.01
CSE20220756,Faras Kaur,CSE,3,B,42.34,45.86,13.64,48,5,86.36,-0.52
MECH20230757,Odika Johal,MECH,1,A,74.12,72.2,10.4,25,5,89.6,4.22
ECE20220758,Yashvi Toor,ECE,3,B,52.07,66.22,9.01,30,5,90.99,-2.56
CSE20200759,Nisha Kumar,CSE,7,C,55.75,79.66,13.93,18,6,86.07,4.73
MECH20210760,Yasti Rama,MECH,5,B,20.17,56.68,8.34,38,6,91.66,4.85
MECH20200761,Radhika Dora,MECH,7,C,40.75,32.5,9.53,60,6,90.47,-1.59
MECH20230762,Jagdish Chanda,MECH,2,C,91.82,96.02,3.32,3,5,96.68,-1.72
CSE20220763,Guneet Subramaniam,CSE,4,C,94.62,93.95,6.39,5,5,93.61,2.04
CSE20220764,Kai Devan,CSE,4,C,34.85,57.58,15.87,38,5,84.13,-0.27
CIVIL20220765,Zaitra Barman,CIVIL,4,B,85.79,88.8,7.64,10,6,92.36,2.74
CSE20210766,Pranav Upadhyay,CSE,6,C,44.69,57.42,6.38,38,5,93.62,0.47
MECH20230767,Diya Nair,MECH,2,C,33.02,43.18,5.65,51,5,94.35,-3.52
MECH20220768,Caleb Varghese,MECH,4,C,85.66,85.34,2.85,13,5,97.15,-1.62
CSE20230769,Sai Kant,CSE,2,C,61.33,63.34,11.97,32,6,88.03,0.43
CSE20210770,Rajata Kuruvilla,CSE,5,A,27.82,44.61,14.68,49,6,85.32,1.87
MECH20220771,Upma Dube,MECH,3,B,43.68,41.54,8.35,52,6,91.65,-4.08
ECE20230772,Unnati Koshy,ECE,2,A,72.13,69.1,13.78,27,6,86.22,0.95
IT20230773,Zarna Nazareth,IT,2,C,58.09,82.95,13.61,15,5,86.39,2.12
ECE20200774,Deepa Ramakrishnan,ECE,8,B,53.94,69.83,14.13,27,6,85.87,-3.67
MECH20200775,Zinal Kade,MECH,7,B,42.87,56.75,18.39,38,5,81.61,1.26
CIVIL20220776,Chaitaly Mitra,CIVIL,3,B,22.81,46.31,8.5,48,5,91.5,1.15
CSE20210777,Daniel Ahuja,CSE,5,B,60.39,86.49,7.26,12,5,92.74,3.02
MECH20220778,Sarthak Virk,MECH,4,C,54.72,75.56,11.82,21,6,88.18,-4.56
IT20200779,Daksh Chaudhry,IT,8,A,21.18,43.72,8.97,50,6,91.03,1.22
ECE20230780,Yatan Acharya,ECE,2,A,72.96,66.55,14.26,30,6,85.74,-4.54
IT20230781,Shivani Dugar,IT,1,B,55.74,80.58,6.97,17,5,93.03,-1.5
IT20200782,Gopal Sharaf,IT,7,B,86.93,91.07,5.33,8,5,94.67,-4.49
CSE20200783,Pranav Pathak,CSE,7,B,93.77,89.96,4.47,9,5,95.53,-4.53
MECH20210784,Ranveer Mani,MECH,6,B,24.35,47.5,17.86,47,6,82.14,-2.95
CSE20200785,Arya Rajagopalan,CSE,7,C,54.11,84.34,9.3,14,5,90.7,1.68
IT20210786,Warhi Pingle,IT,5,B,89.86,80.65,6.61,17,5,93.39,3.19
MECH20210787,Naksh Roy,MECH,6,A,85.86,87.18,3.94,11,5,96.06,-3.37
IT20230788,Wishi Wadhwa,IT,2,A,29.68,98.94,2.68,0,6,97.32,2.13
CIVIL20220789,Hredhaan Bora,CIVIL,3,C,86.55,98.52,3.63,1,5,96.37,4.11
CIVIL20220790,Christopher Babu,CIVIL,4,A,21.76,86.27,3.0,12,5,97.0,-3.06
CSE20220791,Thomas Palan,CSE,3,C,70.58,69.48,14.0,27,6,86.0,0.69
CIVIL20220792,Ekani Bobal,CIVIL,4,A,63.25,89.3,10.89,9,6,89.11,3.53
CIVIL20220793,Aditya Kunda,CIVIL,4,B,43.13,50.49,9.7,44,6,90.3,-1.36
IT20200794,Yadavi Raman,IT,8,C,59.87,64.95,14.72,31,6,85.28,-4.35
ECE20220795,Saumya Pillay,ECE,4,A,64.07,69.79,7.46,27,5,92.54,-1.07
CSE20220796,Vivaan Zacharia,CSE,4,C,58.05,62.09,5.75,34,6,94.25,-2.78
CSE20220797,Vanya Batra,CSE,4,C,54.9,88.71,11.09,10,5,88.91,-0.7
CSE20230798,Max Mitra,CSE,2,C,69.81,68.2,16.18,28,6,83.82,0.05
CIVIL20210799,Nakul Butala,CIVIL,5,A,27.26,59.66,5.53,36,6,94.47,-2.4
IT20230800,Falak Panchal,IT,2,A,57.57,61.15,12.84,34,6,87.16,0.9
CSE20230801,Gauri Kulkarni,CSE,1,C,69.52,84.32,8.14,14,6,91.86,3.71
ECE20200802,Nathan Rastogi,ECE,7,B,71.41,63.2,6.38,33,5,93.62,3.93
CIVIL20220803,Eiravati Sheth,CIVIL,4,C,87.69,92.99,7.82,6,5,92.18,3.94
MECH20230804,Chaitanya Bhavsar,MECH,1,C,46.23,49.27,14.92,45,5,85.08,0.28
MECH20230805,Mason Saraf,MECH,2,C,57.56,65.03,11.85,31,6,88.15,-4.96
CSE20230806,Anita Murthy,CSE,2,C,52.97,74.99,7.77,22,5,92.23,-2.78
ECE20210807,Kritika Khanna,ECE,6,B,81.36,87.7,5.12,11,5,94.88,-0.57
IT20230808,Aarush Sehgal,IT,1,A,55.66,77.19,9.43,20,5,90.57,1.44
CSE20220809,Laksh Banerjee,CSE,4,A,54.35,67.74,10.92,29,6,89.08,0.41
IT20200810,Yashica Agarwal,IT,7,A,49.21,55.82,9.95,39,6,90.05,2.6
IT20220811,Yashasvi Bhasin,IT,3,B,38.76,45.7,8.28,48,6,91.72,-0.11
ECE20230812,Urvashi Kapadia,ECE,2,C,78.71,98.34,2.56,1,6,97.44,-2.2
ECE20230813,Vinaya Mohan,ECE,2,B,89.03,52.36,10.56,42,6,89.44,-0.87
IT20220814,Gaurika Chaudhary,IT,4,B,60.33,65.14,10.81,31,6,89.19,3.82
ECE20200815,Neelima Parekh,ECE,7,B,56.64,64.88,11.14,31,5,88.86,1.43
ECE20230816,Charan Basak,ECE,1,B,85.06,96.01,2.5,3,6,97.5,-4.19
CIVIL20220817,Ethan Buch,CIVIL,4,A,22.79,39.25,18.01,54,5,81.99,-0.57
IT20200818,Laban Kala,IT,7,C,37.67,59.09,7.54,36,6,92.46,-4.35
MECH20230819,Theodore Bali,MECH,1,A,67.77,61.06,10.93,35,6,89.07,2.62
CSE20200820,Wishi Prabhu,CSE,7,B,51.37,66.61,13.08,30,6,86.92,2.76
ECE20230821,Zehaan Sibal,ECE,2,C,89.45,37.57,7.78,56,6,92.22,2.86
IT20210822,Jackson Pant,IT,6,B,73.89,78.68,12.76,19,5,87.24,1.52
ECE20210823,Siya Kashyap,ECE,6,B,86.09,94.25,2.26,5,5,97.74,-1.58
CIVIL20200824,Garima Ramakrishnan,CIVIL,7,B,38.61,40.16,9.9,53,6,90.1,0.89
ECE20200825,Veda Behl,ECE,8,C,73.67,76.48,14.57,21,6,85.43,4.33
CSE20210826,Nidhi Kibe,CSE,6,C,71.56,75.52,14.57,22,5,85.43,1.18
CSE20200827,Yoshita Wagle,CSE,8,B,54.16,64.5,11.61,31,6,88.39,4.89
CSE20200828,Suhani Pradhan,CSE,7,C,97.9,86.59,3.17,12,6,96.83,4.95
CSE20230829,Nidhi Dhillon,CSE,1,B,54.75,57.53,14.92,38,6,85.08,-1.3
CSE20220830,Harsh Chahal,CSE,4,B,41.99,46.93,7.93,47,5,92.07,-4.83
MECH20200831,Brinda Brahmbhatt,MECH,8,A,61.38,75.03,10.69,22,6,89.31,-0.73
CSE20210832,David Chandran,CSE,5,B,68.47,67.99,14.76,28,5,85.24,0.81
ECE20220833,Niharika Dasgupta,ECE,3,B,74.46,63.04,14.11,33,5,85.89,-2.64
IT20210834,Kalpit Gola,IT,5,B,81.98,32.89,10.37,60,6,89.63,-1.02
IT20200835,Triya Seshadri,IT,7,B,59.07,79.82,7.11,18,5,92.89,0.37
MECH20230836,Yashica Chaudhry,MECH,1,A,93.63,62.63,12.18,33,5,87.82,2.41
MECH20200837,Dayamai Kohli,MECH,7,B,50.67,63.24,8.85,33,5,91.15,1.88
CIVIL20200838,Ansh Kata,CIVIL,7,B,61.17,69.41,6.76,27,5,93.24,-4.12
IT20230839,Reva Zacharia,IT,2,C,44.08,44.35,15.41,50,5,84.59,4.28
IT20230840,Veer Bhavsar,IT,1,C,66.37,74.4,12.58,23,5,87.42,-0.16
CSE20230841,Advika Gaba,CSE,1,B,88.32,92.33,5.01,6,5,94.99,-1.49
MECH20230842,Chatresh Rajagopalan,MECH,1,C,28.59,43.31,16.8,51,5,83.2,2.04
IT20200843,Veda Char,IT,8,A,91.96,91.0,3.4,8,6,96.6,4.25
CIVIL20220844,Janani Raghavan,CIVIL,4,A,42.29,52.81,8.56,42,5,91.44,-0.64
IT20220845,Harinakshi Majumdar,IT,3,A,68.36,87.53,7.34,11,5,92.66,-4.1
ECE20230846,Neel Khurana,ECE,2,B,54.24,85.09,12.04,13,5,87.96,-2.99
IT20220847,Upadhriti Batra,IT,3,C,58.75,69.56,7.71,27,5,92.29,1.91
IT20220848,Ishaan Peri,IT,3,B,46.04,63.55,11.59,32,5,88.41,-2.48
CIVIL20220849,Bhavna Mall,CIVIL,4,B,57.0,89.33,12.37,9,6,87.63,-0.59
CIVIL20210850,Sudiksha Shanker,CIVIL,6,B,58.36,84.62,10.36,13,6,89.64,4.86
MECH20210851,Vasudha Sawhney,MECH,6,C,71.24,79.92,10.68,18,6,89.32,0.11
MECH20230852,Yashawini Sachdev,MECH,1,C,47.05,32.33,14.36,60,6,85.64,-2.8
CSE20210853,Amrita Purohit,CSE,6,C,51.12,68.27,6.69,28,5,93.31,3.14
ECE20230854,Anjali Sengupta,ECE,1,A,70.9,79.4,7.23,18,6,92.77,-4.76
ECE20220855,Kalpit Sura,ECE,3,B,79.53,94.27,2.01,5,6,97.99,1.97
CSE20210856,Anika Basak,CSE,6,C,69.58,84.37,9.68,14,6,90.32,-4.85
ECE20220857,Odika Patel,ECE,4,A,45.77,49.17,7.66,45,6,92.34,-3.76
IT20220858,Adweta Ganguly,IT,4,C,31.02,61.05,14.22,35,5,85.78,-2.33
IT20200859,Tripti Agrawal,IT,8,A,54.41,67.59,5.83,29,5,94.17,0.62
CIVIL20230860,Yashawini Nadkarni,CIVIL,1,A,45.45,59.93,8.9,36,5,91.1,0.84
MECH20230861,Vasatika Kara,MECH,1,C,69.93,82.31,12.72,15,6,87.28,2.76
CIVIL20220862,Pratyush Chahal,CIVIL,4,B,23.24,52.93,7.04,42,6,92.96,4.84
IT20210863,Samar Chhabra,IT,5,B,71.13,64.65,14.11,31,6,85.89,-2.04
ECE20200864,Tamanna Sura,ECE,7,B,68.73,72.09,9.73,25,5,90.27,4.18
ECE20220865,Vivaan Kanda,ECE,3,B,87.5,89.63,5.59,9,5,94.41,-0.34
ECE20220866,Balvan Bawa,ECE,4,C,56.22,70.69,13.26,26,5,86.74,-4.23
IT20200867,Mitali Goyal,IT,8,B,60.41,45.54,2.75,49,6,97.25,-1.17
CSE20230868,Chakrika Dua,CSE,2,C,57.64,81.86,12.04,16,6,87.96,1.77
ECE20210869,Ojas Puri,ECE,6,B,89.22,75.97,16.03,21,5,83.97,2.28
CSE20210870,Urvi Venkataraman,CSE,5,B,23.13,35.8,13.76,57,6,86.24,4.99
ECE20220871,Jackson Upadhyay,ECE,4,A,62.04,73.29,14.74,24,5,85.26,4.53
MECH20230872,Tanish Thaker,MECH,1,A,20.41,64.84,14.19,31,5,85.81,2.28
CIVIL20230873,Jhalak Dey,CIVIL,2,B,45.93,46.63,22.23,48,5,77.77,4.62
ECE20200874,Dhriti Parikh,ECE,7,A,32.99,41.82,6.03,52,5,93.97,2.22
ECE20200875,Viraj Parekh,ECE,8,B,70.05,81.86,6.59,16,5,93.41,-2.44
CSE20200876,Ekavir Shan,CSE,7,C,84.22,92.36,6.6,6,6,93.4,-3.35
IT20230877,Yauvani Das,IT,1,B,64.83,74.75,10.21,22,5,89.79,4.44
MECH20230878,Hamsini Kuruvilla,MECH,2,A,69.34,64.36,7.3,32,6,92.7,4.98
CSE20230879,Pooja Gopal,CSE,1,A,36.8,35.58,7.06,57,5,92.94,-2.0
CSE20230880,Isha Rattan,CSE,2,A,41.32,51.66,5.97,43,5,94.03,4.27
CSE20200881,Pallavi Ravel,CSE,8,A,60.24,74.98,9.12,22,6,90.88,0.28
ECE20200882,Veer Lata,ECE,7,A,83.0,89.6,5.16,9,6,94.84,4.4
ECE20200883,Gunbir Amble,ECE,7,B,21.51,39.43,18.69,54,6,81.31,-0.8
ECE20220884,Veda Sehgal,ECE,4,B,95.71,90.43,2.73,8,6,97.27,-3.61
IT20200885,Upasna Sandhu,IT,7,A,35.88,33.62,18.26,59,6,81.74,-4.27
MECH20230886,Aashi Narain,MECH,1,A,20.82,53.77,12.07,41,5,87.93,-4.55
CIVIL20200887,Kala Bansal,CIVIL,8,C,69.99,84.41,10.61,14,6,89.39,0.9
IT20230888,Varsha Dhar,IT,2,A,67.87,79.14,10.23,18,5,89.77,-3.02
CIVIL20220889,Meghana Viswanathan,CIVIL,4,C,67.65,88.16,14.53,10,5,85.47,-1.03
ECE20210890,Bhavini Muni,ECE,5,B,74.43,86.76,11.16,11,5,88.84,0.92
ECE20220891,Gabriel Reddy,ECE,4,B,74.32,79.73,11.42,18,5,88.58,1.8
CIVIL20210892,Mitesh Gaba,CIVIL,5,B,70.88,68.64,12.21,28,5,87.79,0.95
MECH20200893,Tejas Gulati,MECH,7,B,55.22,63.91,6.17,32,5,93.83,-3.63
CSE20210894,Anmol Sami,CSE,5,A,62.87,75.95,5.12,21,6,94.88,3.36
IT20200895,Aahana Sankar,IT,8,B,32.16,87.26,21.38,11,5,78.62,-4.78
IT20210896,Forum Narayanan,IT,5,B,71.08,65.48,8.73,31,6,91.27,1.87
IT20200897,Isha Bhatti,IT,7,A,96.39,96.38,4.53,3,6,95.47,-0.98
MECH20230898,Xalak Munshi,MECH,1,C,82.27,85.26,7.77,13,6,92.23,-2.74
MECH20230899,Vinaya Parmar,MECH,1,C,88.86,65.83,20.73,30,5,79.27,-4.82
ECE20210900,Tristan Narayanan,ECE,6,A,40.76,30.58,12.5,62,5,87.5,-1.7
ECE20230901,Hiral Chaudhry,ECE,2,A,30.41,47.23,8.47,47,6,91.53,4.74
ECE20200902,Nikita Wagle,ECE,7,B,72.42,73.22,13.5,24,5,86.5,1.86
MECH20220903,Wahab Bassi,MECH,4,B,59.42,64.42,13.42,32,6,86.58,-1.39
ECE20200904,Rehaan Ratta,ECE,8,A,54.05,37.95,11.71,55,6,88.29,0.47
IT20200905,Frado Ramakrishnan,IT,7,B,63.62,66.35,10.5,30,5,89.5,2.86
IT20210906,Tarak Sanghvi,IT,5,B,53.74,89.34,7.85,9,6,92.15,4.98
CIVIL20220907,Bhanumati Din,CIVIL,3,B,81.88,94.77,5.01,4,6,94.99,2.66
CSE20230908,Meghana Rout,CSE,2,B,62.7,80.63,9.66,17,5,90.34,-0.96
MECH20200909,Pallavi Das,MECH,7,B,70.68,71.87,10.56,25,6,89.44,-3.53
CIVIL20200910,Ryan Muni,CIVIL,7,A,66.31,64.26,10.61,32,6,89.39,-0.85
CSE20220911,Nimrat Khanna,CSE,3,B,53.95,64.0,13.86,32,5,86.14,-4.15
ECE20210912,Libni Chopra,ECE,5,C,20.61,34.1,19.9,59,6,80.1,-1.33
MECH20230913,Harish Deep,MECH,2,A,36.92,48.4,12.31,46,6,87.69,1.72
CSE20230914,Umang Ganesan,CSE,2,A,50.11,83.08,14.51,15,6,85.49,-4.61
MECH20210915,Wyatt Venkataraman,MECH,5,A,88.53,95.05,7.18,4,5,92.82,-1.62
IT20220916,Anusha Master,IT,4,B,78.43,94.44,3.47,5,5,96.53,-1.09
IT20200917,Dev Uppal,IT,7,C,62.65,78.04,12.93,19,5,87.07,-1.56
ECE20210918,Urvashi Chander,ECE,5,C,49.43,51.53,19.82,43,5,80.18,-3.28
IT20200919,Urvashi Venkatesh,IT,8,A,56.78,70.21,5.05,26,6,94.95,-0.14
MECH20230920,Forum Savant,MECH,2,B,94.24,61.83,9.44,34,5,90.56,-0.79
CSE20220921,Bhavani Kapoor,CSE,3,B,22.07,45.56,9.38,48,6,90.62,1.11
CSE20200922,Arjun Om,CSE,8,B,75.89,85.4,5.07,13,5,94.93,4.52
IT20230923,Mason Deshmukh,IT,2,C,46.11,38.05,17.42,55,5,82.58,-1.82
MECH20210924,Liam Malhotra,MECH,5,C,64.3,78.95,13.43,18,6,86.57,-1.65
IT20220925,Darika Sandal,IT,4,B,39.41,61.9,13.64,34,5,86.36,-1.49
ECE20210926,Bhavya Deo,ECE,6,C,28.18,49.35,8.67,45,6,91.33,1.82
MECH20220927,Hema Om,MECH,3,A,27.76,63.81,8.87,32,6,91.13,2.69
ECE20200928,Hema Krishnan,ECE,7,B,52.75,62.11,14.01,34,5,85.99,1.11
MECH20210929,Nilima Bava,MECH,6,A,51.55,73.26,14.93,24,6,85.07,-3.77
CIVIL20220930,Ekani Sheth,CIVIL,3,A,90.98,99.29,5.17,0,6,94.83,1.89
CIVIL20230931,Michael Ahluwalia,CIVIL,2,C,61.4,72.41,14.75,24,6,85.25,1.07
CSE20210932,Laban Mand,CSE,5,C,59.75,77.27,5.16,20,5,94.84,3.75
CIVIL20230933,Divya Bhalla,CIVIL,2,C,47.39,51.17,9.24,43,5,90.76,-2.25
CIVIL20230934,Ojas Hayer,CIVIL,1,B,40.17,44.24,12.03,50,5,87.97,-0.94
CIVIL20200935,Viraj Dhawan,CIVIL,7,B,52.9,78.72,13.58,19,5,86.42,4.79
ECE20210936,Gaurika Agrawal,ECE,6,C,81.89,94.81,4.0,4,6,96.0,-4.94
ECE20210937,Pavani Bora,ECE,5,A,54.95,76.21,7.47,21,6,92.53,-0.03
CSE20200938,Bhavini Ramakrishnan,CSE,8,A,62.42,66.22,7.41,30,5,92.59,3.47
MECH20210939,Anay Bhasin,MECH,6,A,57.06,67.36,11.18,29,6,88.82,-1.93
CIVIL20230940,Vedhika Khare,CIVIL,2,A,59.92,62.85,6.45,33,5,93.55,-0.27
MECH20200941,Ayush Tara,MECH,7,B,74.5,77.47,12.68,20,6,87.32,-3.48
CIVIL20200942,Vritti Nagy,CIVIL,7,C,55.97,70.15,7.99,26,6,92.01,3.7
MECH20230943,Tanvi Doshi,MECH,2,B,64.22,85.27,13.8,13,6,86.2,1.99
CSE20230944,Odika Varghese,CSE,1,A,49.89,43.4,14.67,50,5,85.33,-1.53
ECE20200945,Adya Mittal,ECE,8,C,86.54,89.61,6.61,9,6,93.39,-3.4
IT20220946,Gopal Soni,IT,4,B,31.42,35.94,6.93,57,6,93.07,-2.61
IT20230947,Nidra Lala,IT,1,B,91.54,87.38,3.67,11,5,96.33,2.64
MECH20230948,Eesha Tandon,MECH,1,B,88.23,89.86,4.36,9,6,95.64,2.38
IT20230949,Aarush Swamy,IT,1,A,88.74,42.06,8.7,52,6,91.3,-2.95
ECE20210950,Wazir Deol,ECE,6,B,58.37,89.88,11.43,9,5,88.57,-0.37
CIVIL20230951,Anita Amble,CIVIL,1,A,73.51,71.92,9.32,25,5,90.68,-4.63
IT20210952,Varsha Kumar,IT,6,C,38.4,62.99,12.11,33,6,87.89,-0.04
IT20230953,Tanish Bahl,IT,2,B,70.16,60.57,5.49,35,5,94.51,3.42
CIVIL20220954,Maanav Krishna,CIVIL,3,A,72.68,63.68,12.76,32,5,87.24,2.76
CSE20220955,Upasna Varty,CSE,4,C,74.48,67.06,10.92,29,6,89.08,-2.29
IT20220956,Daksh Srinivasan,IT,3,A,29.79,45.12,15.43,49,5,84.57,-2.88
IT20230957,Wazir Varkey,IT,2,C,20.29,37.54,15.45,56,5,84.55,2.09
CSE20220958,Logan Pingle,CSE,4,B,36.03,70.18,16.1,26,5,83.9,0.63
MECH20220959,Divya Lata,MECH,3,C,52.36,63.66,12.19,32,6,87.81,2.37
IT20220960,Nihal Sandhu,IT,3,B,94.47,95.21,2.77,4,5,97.23,-4.32
ECE20200961,Wyatt Dar,ECE,8,A,70.84,88.29,10.91,10,6,89.09,0.48
CSE20200962,Vansha Khanna,CSE,8,A,74.81,49.05,23.88,45,5,76.12,4.68
ECE20230963,Aayush Parikh,ECE,1,B,43.82,32.87,13.53,60,6,86.47,1.33
IT20230964,Omkaar Apte,IT,2,C,24.89,57.4,10.02,38,5,89.98,2.03
MECH20230965,Joshua Pandya,MECH,1,A,89.39,99.75,4.19,0,5,95.81,4.94
CIVIL20220966,Abeer Lalla,CIVIL,4,A,76.69,89.6,7.05,9,6,92.95,0.66
ECE20220967,Tanay Sood,ECE,4,C,65.02,85.03,9.7,13,5,90.3,2.63
CIVIL20220968,Gagan Sengupta,CIVIL,3,A,90.17,89.64,3.15,9,6,96.85,3.38
MECH20220969,Krisha Ghosh,MECH,3,A,65.5,75.5,9.8,22,6,90.2,-3.07
MECH20210970,Zilmil Aggarwal,MECH,5,B,33.75,42.36,9.27,51,6,90.73,1.64
ECE20220971,Kritika Sachdeva,ECE,4,A,57.68,85.03,12.99,13,6,87.01,-0.42
CIVIL20200972,Max Nagar,CIVIL,7,A,73.99,85.37,12.73,13,6,87.27,0.57
CSE20220973,Indali Bava,CSE,4,B,67.06,81.26,13.29,16,5,86.71,2.79
ECE20210974,Eta Babu,ECE,5,B,52.02,78.17,7.75,19,5,92.25,1.22
MECH20200975,Teerth Agrawal,MECH,8,C,62.31,60.69,6.12,35,5,93.88,3.27
MECH20200976,Krishna Shukla,MECH,7,B,75.59,95.23,7.21,4,6,92.79,-0.38
ECE20220977,George Singhal,ECE,3,C,65.57,80.43,10.09,17,5,89.91,4.21
IT20210978,Anvi Golla,IT,6,A,59.71,89.02,9.41,9,6,90.59,1.83
IT20230979,Veer Shankar,IT,2,C,53.95,86.64,11.12,12,5,88.88,4.23
CIVIL20220980,Alexander Chhabra,CIVIL,4,C,40.14,43.02,11.4,51,5,88.6,0.39
CIVIL20220981,Dalbir Mody,CIVIL,3,C,64.01,80.77,8.97,17,5,91.03,4.09
IT20220982,Widisha Ranganathan,IT,4,C,83.34,90.25,3.58,8,6,96.42,0.79
CIVIL20230983,Urvi Kar,CIVIL,1,C,71.99,60.29,12.03,35,5,87.97,-4.18
ECE20220984,Dhruv Sibal,ECE,4,B,51.28,78.79,2.75,19,5,97.25,-4.73
ECE20210985,Akshay Bobal,ECE,5,A,25.87,57.32,16.66,38,5,83.34,-0.89
IT20230986,Manbir Sawhney,IT,1,C,54.04,82.33,5.03,15,5,94.97,0.65
MECH20200987,Aahana Master,MECH,7,C,75.66,85.3,2.42,13,5,97.58,3.05
CIVIL20200988,Veda Chawla,CIVIL,8,B,67.91,65.66,9.82,30,6,90.18,-4.47
ECE20210989,Wriddhish Mammen,ECE,5,B,72.79,63.81,9.03,32,5,90.97,2.99
CSE20220990,Zaid Agate,CSE,3,B,85.13,86.17,4.55,12,5,95.45,-0.35
CIVIL20230991,Nimrat Patla,CIVIL,1,A,82.66,94.47,13.86,4,5,86.14,-0.2
MECH20220992,Krishna Dora,MECH,4,B,52.66,77.66,10.47,20,6,89.53,4.38
ECE20200993,Krish Butala,ECE,8,B,89.96,94.87,2.72,4,6,97.28,1.73
IT20200994,Reyansh Om,IT,8,C,74.67,67.44,9.75,29,5,90.25,-3.31
CSE20200995,Qasim Handa,CSE,8,C,63.55,64.44,7.14,32,6,92.86,1.42
ECE20230996,Anika Nagarajan,ECE,1,A,76.05,99.54,6.87,0,5,93.13,0.44
CIVIL20210997,Libni Sahota,CIVIL,6,B,23.67,43.92,23.01,50,5,76.99,-4.49
ECE20220998,Lakshit Chaudry,ECE,3,B,40.96,53.58,6.92,41,6,93.08,1.85
ECE20200999,Ayush Buch,ECE,7,A,89.62,87.14,6.65,11,5,93.35,-3.24
MECH20201000,Bhavini Vora,MECH,8,A,29.44,56.49,24.06,39,6,75.94,4.3
IT20231001,Bachittar Chatterjee,IT,2,C,50.79,83.48,11.91,14,6,88.09,2.15
CSE20211002,Ronith Badami,CSE,5,C,59.71,87.17,12.43,11,6,87.57,3.33
ECE20201003,Rehaan Jani,ECE,7,B,92.94,88.65,2.68,10,5,97.32,-0.55
CIVIL20231004,Urvashi Mishra,CIVIL,1,A,61.01,82.42,12.37,15,6,87.63,-0.2
IT20211005,Zashil Goel,IT,6,A,92.64,95.26,6.41,4,6,93.59,3.25
CIVIL20211006,Prisha Din,CIVIL,6,C,52.91,72.48,8.44,24,5,91.56,2.06
IT20221007,Azaan Barad,IT,3,A,68.06,79.52,8.6,18,5,91.4,4.04
ECE20211008,Vritti Cherian,ECE,5,C,70.19,83.57,8.34,14,5,91.66,-2.07
